Country,Year,GDP ($),GDP/Capita ($),No.Suicides,Population,Suicides_rate/100k pop
Guatemala,2012,50388454861,3779,420,13335425,3.1495059212586023
Guatemala,2013,53851058955,3947,455,13641878,3.335317908575344
Guatemala,2014,58722323918,4210,512,13947190,3.6709903571973994
Guatemala,2015,63767597194,4472,494,14258397,3.4646250907447733
Guyana,1988,413799990,632,56,654894,8.551002146912325
Guyana,1989,379779390,581,94,654104,14.370803419639689
Guyana,1990,396582263,607,89,653426,13.620517089922961
Guyana,1991,336708419,514,105,654620,16.03983990712169
Guyana,1992,368281379,561,78,656713,11.877334543400238
Guyana,1993,442273433,671,72,658831,10.928447507782725
Guyana,1994,540874934,819,86,660582,13.018822795655952
Guyana,1995,621626786,939,99,661682,14.961869901251658
Guyana,1996,705406001,1070,60,659048,9.104040980323132
Guyana,1997,749138010,1139,40,657584,6.082873062604929
Guyana,1998,717530683,1092,35,657089,5.326523499860749
Guyana,1999,694754988,1057,163,657094,24.806192112544018
Guyana,2001,696281472,1054,197,660426,29.82923143546741
Guyana,2002,722460886,1090,176,662839,26.552450896824116
Guyana,2003,741929343,1116,198,664705,29.787650160597558
Guyana,2004,785918770,1180,186,666308,27.915018279834552
Guyana,2005,824880550,1235,169,667709,25.31042714715542
Guyana,2006,1458449453,2182,201,668408,30.07145336381372
Guyana,2007,1740334782,2602,185,668788,27.66197958097334
Guyana,2008,1922598121,2873,168,669253,25.102614407406463
Guyana,2009,2061323854,3076,156,670155,23.278196835060545
Guyana,2010,2273225042,3384,205,671825,30.513898708741113
Guyana,2011,2576024116,3815,192,675283,28.432523845558084
Guyana,2012,2861562266,4212,206,679356,30.32283515564741
Guyana,2013,2990006534,4372,210,683867,30.707725332557352
Hungary,1991,34748508332,3561,3993,9757766,40.921251852114516
Hungary,1992,38724945368,3970,4000,9754956,41.00479797141064
Hungary,1993,40119073326,4116,3694,9747902,37.89533378566998
Hungary,1994,43160392124,4431,3625,9740817,37.214537548544435
Hungary,1995,46418916500,4767,3366,9737248,34.56828869923001
Hungary,1996,46659796773,4792,3436,9737250,35.28717040232098
Hungary,1997,47290180589,4856,3208,9737781,32.943850349479
Hungary,1998,48770466839,5010,3245,9734373,33.335480364272044
Hungary,1999,49170434391,5147,3326,9553064,34.816054828063535
Hungary,2000,47310623887,4966,3269,9527034,34.31288268730856
Hungary,2001,53821315066,5546,2978,9704598,30.686484901280814
Hungary,2002,67716887203,6995,2839,9680164,29.32801551709248
Hungary,2003,85324771841,8840,2800,9652533,29.007929835619315
Hungary,2004,104066609518,10806,2742,9630044,28.473390152734503
Hungary,2005,113035361317,11764,2619,9608943,27.25585946341861
Hungary,2006,115295199392,12021,2461,9591110,25.659178134751865
Hungary,2007,139850794387,14609,2450,9572938,25.592978874406167
Hungary,2008,157998423132,16540,2476,9552784,25.919145664761185
Hungary,2009,130593960612,13697,2460,9534237,25.801750050895528
Hungary,2010,130922638689,13761,2489,9514005,26.161432540764903
Hungary,2011,140782064609,14827,2420,9495011,25.48706894599701
Hungary,2012,127856647108,13525,2349,9453181,24.848778416492816
Hungary,2013,135215704419,14333,2092,9433840,22.17548739431663
Hungary,2014,140118140455,14886,1925,9412788,20.45090147573705
Hungary,2015,122879042002,13087,1868,9389519,19.894522818474513
Hungary,2016,125816640421,13448,1761,8390370,20.98834735536097
Iceland,1985,2939845038,13357,32,220100,14.538845979100408
Iceland,1986,3930518366,17681,37,222300,16.644174538911383
Iceland,1987,5438537482,24107,36,225600,15.957446808510637
Iceland,1988,6016168896,26249,35,229200,15.270506108202444
Iceland,1989,5588533007,24089,22,232000,9.482758620689655
Iceland,1990,6372905073,27316,40,233300,17.145306472353194
Iceland,1991,6807365898,28857,37,235900,15.684612123781264
Iceland,1992,6976080331,29311,28,238000,11.764705882352942
Iceland,1993,6126456175,25474,26,240500,10.81081081081081
Iceland,1994,6294803497,25937,25,242700,10.300782859497321
Iceland,1995,7018100153,28680,27,244700,11.03391908459338
Iceland,1996,7330965239,29740,33,246500,13.38742393509128
Iceland,1997,7548912105,30326,33,248929,13.256792097345027
Iceland,1998,8453704212,33513,30,252253,11.892821889135114
Iceland,1999,8917286036,34858,31,255820,12.11789539519975
Iceland,2000,8927140438,34372,50,259723,19.251279247505995
Iceland,2001,8136345144,30850,36,263738,13.649910138091592
Iceland,2002,9207689916,34556,30,266455,11.258936781069975
Iceland,2003,11316441660,42174,26,268330,9.689561361010695
Iceland,2004,13722824251,50528,35,271588,12.887167326980572
Iceland,2005,16691490114,60712,33,274929,12.003098981918969
Iceland,2006,17048647568,60243,32,282999,11.307460450390284
Iceland,2007,21319946740,73590,37,289712,12.771303915612746
Iceland,2008,17658408759,59489,38,296836,12.80168173671657
Iceland,2009,12944114736,43700,36,296204,12.153785904309192
Iceland,2010,13310567803,45179,46,294620,15.613332428212614
Iceland,2011,14732689535,49861,27,295475,9.13782891953634
Iceland,2012,14292008745,48083,37,297238,12.447937343139166
Iceland,2013,15548321544,51749,49,300456,16.308544345927523
Iceland,2014,17304033021,56833,44,304472,14.451246748469483
Iceland,2015,16942247374,54909,40,308554,12.963695171671732
Iceland,2016,20304098101,64708,40,268773,14.882447269629019
Ireland,1985,21295486383,6638,276,3208200,8.602954927997008
Ireland,1986,28748960471,8937,282,3216700,8.766748531103305
Ireland,1987,33961142322,10515,245,3229700,7.585843886429081
Ireland,1988,37818134253,11696,266,3233500,8.22638008350085
Ireland,1989,39285385088,12188,278,3223200,8.624968974931745
Ireland,1990,49364681256,15312,334,3224000,10.359801488833746
Ireland,1991,49847128533,15328,345,3252100,10.608529873005136
Ireland,1992,55985506499,17051,362,3283400,11.025156849607114
Ireland,1993,52480253169,15872,326,3306500,9.859367911689098
Ireland,1994,57166037102,17188,394,3326000,11.846061334936861
Ireland,1995,69222626263,20689,403,3345900,12.044591888580053
Ireland,1996,75880632560,22478,408,3375800,12.086024053557676
Ireland,1997,82826146132,24259,466,3414285,13.648538420196322
Ireland,1998,90082034316,26115,498,3449415,14.437230660851188
Ireland,1999,98691849563,28344,424,3481871,12.177360964837582
Ireland,2000,99853528653,28340,463,3523376,13.14080586346731
Ireland,2001,109133512304,30536,488,3573974,13.654268329875931
Ireland,2002,127945379258,35154,449,3639573,12.336612014651168
Ireland,2003,164285112867,44473,454,3694079,12.289937491861977
Ireland,2004,193870350137,51662,464,3752679,12.364500134437291
Ireland,2005,211650764830,55213,451,3833357,11.765144754323691
Ireland,2006,232085535065,58941,452,3937578,11.479137683113834
Ireland,2007,269917519847,67032,458,4026707,11.374058256535676
Ireland,2008,275020023436,67173,506,4094192,12.35897095202179
Ireland,2009,236311336482,57390,527,4117667,12.798509447218533
Ireland,2010,221951354762,52042,486,4264857,11.395458276795681
Ireland,2011,239018536582,56655,554,4218849,13.131543698293065
Ireland,2012,225571853194,53443,542,4220806,12.841149297077383
Ireland,2013,239389340720,56628,487,4227378,11.52014321879898
Ireland,2014,258099014042,59634,486,4328043,11.229093611130942
Israel,1985,27493591484,7325,234,3753500,6.234181430664713
Israel,1986,34083532195,8938,278,3813500,7.289891176084962
Israel,1987,40946424370,10558,271,3878100,6.987958020680229
Israel,1988,50078767903,12687,303,3947300,7.676133052972918
Israel,1989,49881433991,12405,353,4021100,8.778692397602645
Israel,1990,58986997917,14193,304,4156100,7.314549698034215
Israel,1991,67530220219,15267,359,4423200,8.116295894375114
Israel,1992,75575902932,16469,381,4588900,8.302643335004031
Israel,1993,75954641355,16102,371,4717000,7.865168539325842
Israel,1994,86307135997,17814,416,4844900,8.586348531445436
Israel,1995,100343219507,20159,360,4977700,7.232255861140688
Israel,1996,109957321960,21545,306,5103700,5.995650214550229
Israel,1997,114724862034,21921,379,5233500,7.241807585745677
Israel,1998,115979230547,21637,318,5360200,5.9326144546845265
Israel,1999,117189920212,21319,368,5497047,6.694503430660134
Israel,2000,132339311284,23451,394,5643291,6.981741682291414
Israel,2001,130706147871,22623,398,5777467,6.888832078140819
Israel,2002,121069378150,20536,382,5895508,6.479509484169982
Israel,2003,126864966909,21133,417,6003127,6.946379778405488
Israel,2004,135445033199,22168,411,6109931,6.726753542715948
Israel,2005,142462925574,22901,425,6220861,6.831851732420962
Israel,2006,153966916311,24306,367,6334485,5.793683306535575
Israel,2007,178706717753,27712,326,6448814,5.055193094420153
Israel,2008,215840354627,32874,354,6565602,5.391737117175242
Israel,2009,207419370241,30812,404,6731835,6.001335445684572
Israel,2010,233609522091,34104,480,6849825,7.007478293241069
Israel,2011,261628548084,37528,409,6971495,5.866747376280124
Israel,2012,257296579579,36263,430,7095360,6.060298561313309
Israel,2013,292489185194,40477,372,7226008,5.148070691313931
Israel,2014,308416982140,41869,382,7366252,5.185812269251717
Israel,2015,299093839690,39793,342,7516180,4.5501837369514835
Italy,1985,450725816043,8329,4759,54114700,8.794283253903284
Italy,1986,638273986102,11762,4691,54267500,8.644216151471875
Italy,1987,803055418883,14756,4516,54424100,8.297794543226255
Italy,1988,888667913419,16282,4381,54579700,8.0267938445979
Italy,1989,925598068021,16922,4342,54697200,7.938249124269616
Italy,1990,1177326294441,21472,4402,54831700,8.028202663787555
Italy,1991,1242109397534,22805,4453,54465500,8.175817719473795
Italy,1992,1315806985860,24297,4543,54154898,8.388899559925308
Italy,1993,1061445225791,19605,4697,54140523,8.675571900182788
Italy,1994,1095590833694,20235,4536,54143049,8.377806724552952
Italy,1995,1170787352906,21625,4569,54141172,8.43904893673155
Italy,1996,1308929351236,24172,4689,54150332,8.659226687659089
Italy,1997,1239050932242,22869,4694,54181477,8.66347737253453
Italy,1998,1266309245009,23342,4504,54250592,8.30221355003831
Italy,1999,1248563179203,23002,4115,54280527,7.58098756115614
Italy,2000,1141759996315,21027,4108,54298946,7.565524384211804
Italy,2001,1162317852349,21392,4030,54333844,7.417108202394073
Italy,2002,1266510634293,23227,4069,54526842,7.462379721165587
Italy,2003,1569649661400,28572,4075,54937570,7.417510457779621
Italy,2004,1798314750435,32704,3986,54988156,7.248833730667382
Italy,2005,1852661982341,33536,3742,55244690,6.773501670477288
Italy,2006,1942633797516,34578,3700,56180672,6.585894878580306
Italy,2007,2203053380783,38935,3757,56583578,6.639735649095926
Italy,2008,2390729163615,41935,3904,57009825,6.847942437992048
Italy,2009,2185160183384,38101,3974,57351830,6.929159889056722
Italy,2010,2125058244243,36869,3989,57637843,6.9208002804685105
Italy,2011,2276292404601,40210,4153,56610149,7.336140380058
Italy,2012,2072823157060,36497,4257,56795085,7.495366896624946
Italy,2013,2130491320659,37050,4290,57503331,7.460437378836367
Italy,2014,2151732868243,37035,4147,58100676,7.137610584771854
Italy,2015,1832868490534,31537,3988,58117697,6.8619374232946635
Jamaica,1985,2100223150,1032,8,2035000,0.39312039312039315
Jamaica,1986,2754566176,1342,1,2052531,0.04872033601441343
Jamaica,1987,3286987552,1587,13,2070760,0.6277888311537794
Jamaica,1988,3828310735,1831,5,2090603,0.23916544652428032
Jamaica,1989,4404970059,2087,0,2111039,0.0
Jamaica,1990,4592224067,2155,3,2131041,0.14077626849976138
Jamaica,1991,4071219198,1889,1,2154835,0.04640726552149005
Jamaica,2000,8985352832,3795,3,2367841,0.12669769634025257
Jamaica,2001,9178016493,3838,5,2391278,0.20909321291794597
Jamaica,2002,9694169757,4013,2,2415717,0.0827911547586079
Jamaica,2003,9399447609,3852,2,2440426,0.08195290494364509
Jamaica,2004,10150978155,4119,1,2464408,0.040577696550246546
Jamaica,2005,11204416000,4505,51,2487169,2.0505241099418656
Jamaica,2006,11905525197,4738,0,2512597,0.0
Jamaica,2009,12038829246,4686,36,2568883,1.4013872955677622
Jamaica,2010,13191645686,5100,3,2586652,0.11598003906207717
Jamaica,2011,14439910353,5552,50,2601037,1.9223102170403572
Japan,1985,1398892744821,12401,23257,112809200,20.61622633614989
Japan,1986,2078953333674,18288,25484,113679000,22.417508950641718
Japan,1987,2532808573157,22137,23663,114416000,20.681548035239828
Japan,1988,3071683013179,26687,22676,115101000,19.70095828880722
Japan,1989,3054914166263,26389,21013,115766000,18.151270666689705
Japan,1990,3132817652848,26949,20002,116251400,17.205814295569773
Japan,1991,3584420077101,30688,19780,116802000,16.934641530110785
Japan,1992,3908809463464,33320,20756,117311000,17.693140455711738
Japan,1993,4454143876947,37832,20353,117735000,17.287127871915743
Japan,1994,4907039384470,41563,20744,118064000,17.570131454126575
Japan,1995,5449116304981,46043,21249,118349500,17.9544484767574
Japan,1996,4833712542207,40693,21967,118785000,18.49307572504946
Japan,1997,4414732843544,37080,23280,119060000,19.553166470687046
Japan,1998,4032509760873,33791,31458,119338000,26.360421659488175
Japan,1999,4562078822335,38164,31115,119540000,26.02894428643132
Japan,2000,4887519660745,40813,29989,119752660,25.04244999651782
Japan,2001,4303544259843,35843,29132,120066000,24.263321839654857
Japan,2002,4115116279070,34239,29715,120189000,24.723560392381998
Japan,2003,4445658071222,36926,31881,120395000,26.480335562108063
Japan,2004,4815148854362,39960,30034,120500000,24.924481327800827
Japan,2005,4755410630912,39412,30369,120657507,25.16959015239723
Japan,2006,4530377224970,37534,29769,120702000,24.663220162051996
Japan,2007,4515264514431,37408,30665,120704000,25.405123276776244
Japan,2008,5037908465114,41773,30073,120602000,24.935739042470274
Japan,2009,5231382674594,43415,30523,120496000,25.331131323861374
Japan,2010,5700098114744,47059,29411,121127267,24.281072898309514
Japan,2011,6157459594824,50919,28766,120927000,23.78790509977094
Japan,2012,6203213121334,51379,26338,120735000,21.814718184453554
Japan,2013,5155717056271,42781,25991,120514000,21.566788920789286
Japan,2014,4850413536038,40328,24357,120274000,20.251259623858854
Japan,2015,4394977752878,36510,23092,120376310,19.1831764904573
Kazakhstan,1990,26932728899,1823,3172,14773900,21.470295588842486
Kazakhstan,1991,24881135586,1664,3082,14952800,20.611524263014285
Kazakhstan,1992,24906939560,1644,3356,15150100,22.151668965881413
Kazakhstan,1993,23409027476,1527,4019,15331400,26.21417483073953
Kazakhstan,1994,21250839258,1395,4024,15229600,26.422230393444348
Kazakhstan,1995,20374307047,1359,4706,14989600,31.395100603084806
Kazakhstan,1996,21035357833,1452,4773,14487700,32.945187987051085
Kazakhstan,1997,22165932063,1540,4642,14394600,32.248204187681495
Kazakhstan,1998,22135245413,1599,4313,13844200,31.153840597506534
Kazakhstan,1999,16870817135,1225,3991,13773400,28.976142419446177
Kazakhstan,2000,18291990619,1328,4428,13772422,32.15120768155376
Kazakhstan,2001,22152694162,1608,4377,13772696,31.78027018094351
Kazakhstan,2002,24636593223,1788,4240,13777476,30.77486761726168
Kazakhstan,2003,30833699703,2232,4321,13811863,31.284700695337044
Kazakhstan,2004,43151647003,3110,4394,13873328,31.67228512149356
Kazakhstan,2005,57123671734,4096,3903,13947770,27.98296788662274
Kazakhstan,2006,81003884545,5770,4076,14037676,29.036145299264636
Kazakhstan,2007,104849886826,7423,4141,14125606,29.315556444091673
Kazakhstan,2008,133441612247,9387,3997,14216053,28.11610226833004
Kazakhstan,2009,115308661143,8024,3838,14370635,26.707240146312255
Kazakhstan,2010,148047348241,10062,3609,14713167,24.529049388211252
Kazakhstan,2011,192626507972,12969,3401,14853350,22.897191542648628
Kazakhstan,2012,207998568866,13845,3240,15023549,21.566142593870463
Kazakhstan,2013,236634552078,15552,3512,15215382,23.081904877577177
Kazakhstan,2014,221415572820,14351,3119,15428844,20.215383602297102
Kazakhstan,2015,184388432149,11784,2872,15646752,18.35524714650044
Kiribati,1991,47515189,768,10,61855,16.166841807452915
Kiribati,1992,47737955,759,4,62856,6.363752068219422
Kiribati,1993,46919625,735,12,63848,18.794637263500814
Kiribati,1994,54832578,845,10,64871,15.41520864484901
Kiribati,1995,56338028,855,2,65923,3.033842513235138
Kiribati,1996,66515377,991,6,67126,8.938414325298691
Kiribati,1997,67537480,988,5,68328,7.3176443039456744
Kiribati,1998,65334841,939,4,69570,5.749604714675866
Kiribati,1999,69032258,973,0,70938,0.0
Kiribati,2000,67254174,928,0,72440,0.0
Kiribati,2001,63101272,854,0,73851,0.0
Kuwait,1985,21442619681,14607,17,1468000,1.1580381471389645
Kuwait,1986,17903681693,11661,16,1535300,1.0421416009900346
Kuwait,1987,22365734482,13924,16,1606300,0.9960779430990474
Kuwait,1993,23941391391,18798,18,1273600,1.4133165829145728
Kuwait,1994,24848483838,17161,30,1448000,2.0718232044198897
Kuwait,1995,27191689008,17995,26,1511100,1.7206008867712264
Kuwait,1996,31493987642,20076,30,1568700,1.9124115509657678
Kuwait,1997,30354434553,18766,33,1617500,2.0401854714064913
Kuwait,1998,25941929462,14209,35,1825766,1.9170036028713426
Kuwait,1999,30121879435,15864,46,1898700,2.4227102754516245
Kuwait,2000,37711864407,19112,34,1973153,1.723130441481223
Kuwait,2001,34890772742,17116,30,2038530,1.4716486880251947
Kuwait,2002,38137545245,17668,45,2158603,2.0846816204739826
Kuwait,2003,47875838926,24544,44,1950622,2.255690748899582
Kuwait,2004,59440108585,29778,45,1996086,2.2544118840570997
Kuwait,2005,80797945205,39166,52,2062968,2.5206401650437624
Kuwait,2006,101550654721,46890,45,2165713,2.077837645154275
Kuwait,2007,114641097818,37283,51,3074918,1.658580814187565
Kuwait,2008,147395833333,43746,47,3369394,1.394909589083378
Kuwait,2009,105899930507,33453,61,3165654,1.9269320020444431
Kuwait,2010,115419050942,35171,39,3281614,1.188439591006133
Kuwait,2011,154027536232,46203,41,3333698,1.2298654527194726
Kuwait,2012,174070025009,49781,56,3496698,1.6015109111510346
Kuwait,2013,174161142454,48729,41,3574090,1.1471451474361307
Kuwait,2014,162631412509,43774,68,3715284,1.8302773085449189
Kyrgyzstan,1990,2674000000,715,547,3737300,14.636234714901132
Kyrgyzstan,1991,2570833333,677,543,3796500,14.302647175029634
Kyrgyzstan,1992,2316562500,603,491,3839300,12.788789623108379
Kyrgyzstan,1993,2028295455,528,563,3841200,14.656878058939917
Kyrgyzstan,1994,1681006993,437,581,3851100,15.086598634156474
Kyrgyzstan,1995,1661018519,425,605,3905400,15.491370922312695
Kyrgyzstan,1996,1827570586,459,480,3978800,12.063938876043029
Kyrgyzstan,1997,1767864036,435,496,4059900,12.217049681026626
Kyrgyzstan,1998,1645963750,398,509,4139700,12.295576974176873
Kyrgyzstan,1999,1249062025,291,556,4298100,12.935948442334986
Kyrgyzstan,2000,1369693171,313,510,4369202,11.67261206966398
Kyrgyzstan,2001,1525112242,345,560,4425784,12.653125412356319
Kyrgyzstan,2002,1605640633,359,567,4473163,12.67559442837205
Kyrgyzstan,2003,1919012781,424,479,4520843,10.595369049533462
Kyrgyzstan,2004,2211535312,484,438,4572278,9.579470014727889
Kyrgyzstan,2005,2460248026,533,470,4614533,10.185212674825383
Kyrgyzstan,2006,2834168889,610,463,4646475,9.964543013790022
Kyrgyzstan,2007,3802566171,814,482,4668640,10.324205764419617
Kyrgyzstan,2008,5139957785,1096,473,4690924,10.083301285631574
Kyrgyzstan,2009,4690062255,977,458,4800134,9.541400302574885
Kyrgyzstan,2010,4794357795,991,500,4837556,10.335797663117491
Kyrgyzstan,2011,6197766119,1273,471,4870538,9.670389595564187
Kyrgyzstan,2012,6605139933,1339,524,4932360,10.62371765240169
Kyrgyzstan,2013,7335027592,1463,446,5012200,8.89828817684849
Kyrgyzstan,2014,7468096567,1465,461,5096430,9.04554756957321
Kyrgyzstan,2015,6678178340,1285,417,5195827,8.0256713705056
Latvia,1995,5788368511,2438,1024,2374700,43.12123636669895
Latvia,1996,5970044666,2526,922,2363400,39.011593467039006
Latvia,1997,6525676264,2771,886,2354700,37.62687391175097
Latvia,1998,7174985107,3061,839,2344100,35.791988396399475
Latvia,1999,7533187605,3228,763,2333400,32.699065740978824
Latvia,2000,7937758980,3494,770,2272107,33.88924905385178
Latvia,2001,8350252966,3724,708,2242227,31.575750358906568
Latvia,2002,9546441564,4311,670,2214484,30.25535519787002
Latvia,2003,11748433157,5364,604,2190211,27.5772516894491
Latvia,2004,14373269156,6644,563,2163477,26.022925133939488
Latvia,2005,16922504045,7916,564,2137831,26.38187957794606
Latvia,2006,21447021570,10139,487,2115215,23.023664261079844
Latvia,2007,30901399261,14758,453,2093878,21.63449828500037
Latvia,2008,35596016664,17217,527,2067529,25.489364357162586
Latvia,2009,26169854045,12890,516,2030316,25.414763022110847
Latvia,2010,23757368290,11951,438,1987906,22.033234971874926
Latvia,2011,28223552825,14447,440,1953611,22.52239570723138
Latvia,2012,28119996053,14558,444,1931521,22.98706563376738
Latvia,2013,30254677297,15820,383,1912464,20.026520760652225
Latvia,2014,31335013752,16544,382,1894041,20.16851799934637
Latvia,2015,26972863394,14382,387,1875522,20.634255423290156
Lithuania,1995,7870782261,2324,1694,3387149,50.01256218725541
Lithuania,1996,8385109020,2484,1722,3375163,51.019758156865315
Lithuania,1997,10120274493,3008,1632,3364273,48.50973746779765
Lithuania,1998,11240360898,3354,1553,3350973,46.344748226858286
Lithuania,1999,10972878636,3292,1550,3333452,46.498344658930144
Lithuania,2000,11539211480,3481,1631,3315125,49.19874816183402
Lithuania,2001,12252498921,3719,1533,3294138,46.537212466508684
Lithuania,2002,14278357284,4360,1551,3274488,47.36618365985766
Lithuania,2003,18802576988,5778,1455,3254127,44.71245283297179
Lithuania,2004,22649930576,7028,1380,3222969,42.81766284441457
Lithuania,2005,26125575942,8229,1319,3174728,41.54686637721405
Lithuania,2006,30216060233,9667,1049,3125767,33.55976309174676
Lithuania,2007,39738180077,12869,1025,3087867,33.19443486393682
Lithuania,2008,47850551149,15669,1111,3053756,36.381426675870635
Lithuania,2009,37440673478,12412,1138,3016497,37.725878726217864
Lithuania,2010,37120517694,12584,1018,2949737,34.511551368816946
Lithuania,2011,43476873413,15097,1018,2879805,35.34961568578428
Lithuania,2012,42848195256,15099,927,2837770,32.6664951705036
Lithuania,2013,46417340375,16538,1085,2806627,38.65850360592982
Lithuania,2014,48516371721,17442,930,2781577,33.43427127848699
Lithuania,2015,41508609233,15073,896,2753926,32.5353695052082
Lithuania,2016,42773029835,15742,822,2445296,33.61556228775576
Luxembourg,1985,4738559685,13743,55,344800,15.951276102088167
Luxembourg,1986,6921264132,20004,51,346000,14.739884393063585
Luxembourg,1987,8614215559,24654,74,349400,21.179164281625642
Luxembourg,1988,9750161053,27676,69,352300,19.585580471189328
Luxembourg,1989,10391504709,29239,73,355400,20.540236353404612
Luxembourg,1990,13229247948,36871,68,358800,18.9520624303233
Luxembourg,1991,14321878795,39465,77,362900,21.217966381923397
Luxembourg,1992,16065740778,43740,59,367300,16.063163626463382
Luxembourg,1993,16486900187,44320,64,372000,17.204301075268816
Luxembourg,1994,18325791415,48610,74,377000,19.628647214854112
Luxembourg,1995,21588170498,56499,63,382100,16.487830410887202
Luxembourg,1996,21776609772,56169,72,387700,18.571060098013927
Luxembourg,1997,19731912494,50260,81,392600,20.631686194600103
Luxembourg,1998,20209122027,50788,64,397915,16.0838370003644
Luxembourg,1999,22235929043,55054,70,403890,17.331451632870337
Luxembourg,2000,21263514833,51841,62,410164,15.115904857569166
Luxembourg,2001,21272418792,51391,73,413930,17.635832145531854
Luxembourg,2002,23616328816,56484,85,418106,20.32977283272663
Luxembourg,2003,29557325056,69768,48,423654,11.330000424875015
Luxembourg,2004,34685281848,80639,62,430128,14.414313878659376
Luxembourg,2005,37347394603,85397,49,437338,11.204148736217753
Luxembourg,2006,42414308117,95351,65,444821,14.61261945816407
Luxembourg,2007,50888134410,112581,78,452012,17.256179039494526
Luxembourg,2008,55849686539,121315,43,460371,9.340292937652459
Luxembourg,2009,51370543206,109483,48,469209,10.229982800841416
Luxembourg,2010,53212476812,111328,54,477979,11.297567466353124
Luxembourg,2011,60004630234,122729,55,488918,11.249330153522678
Luxembourg,2012,56677961787,113120,51,501044,10.178746776730186
Luxembourg,2013,61739352212,120423,40,512689,7.8020008231110864
Luxembourg,2014,66327344189,126352,67,524940,12.763363432011278
Luxembourg,2015,57784495265,107456,64,537748,11.901485454153246
Macau,1994,6265844252,18081,27,346542,7.791263396644562
Maldives,2000,624337145,2524,0,247387,0.0
Maldives,2001,870179739,3406,3,255503,1.1741545109059384
Maldives,2002,897031250,3401,3,263747,1.1374536961557857
Maldives,2003,1052121055,3867,4,272110,1.4699937525265518
Maldives,2004,1226829563,4373,1,280526,0.35647319678033407
Maldives,2005,1163362438,4026,1,288936,0.3460974056538472
Maldives,2007,1868383461,6115,5,305536,1.6364683703393381
Maldives,2008,2271646188,7236,0,313924,0.0
Maldives,2010,2588176055,7806,1,331559,0.30160544578792914
Maldives,2011,2774351760,8135,2,341018,0.5864793060776851
Malta,1985,1117835286,3639,2,307200,0.6510416666666667
Malta,1986,1435079200,4544,1,315800,0.31665611146295125
Malta,1987,1751247763,5517,1,317400,0.315059861373661
Malta,1988,2019474244,6295,9,320800,2.805486284289277
Malta,1989,2118574772,6539,23,324000,7.098765432098765
Malta,1990,2547163582,7780,8,327400,2.4434941967012827
Malta,1991,2750041434,8313,10,330800,3.022974607013301
Malta,1992,3021910217,9040,18,334300,5.384385282680228
Malta,1993,2709178327,8022,16,337700,4.737933076695292
Malta,1994,2998570147,8775,15,341700,4.389815627743635
Malta,1995,3439931907,9974,17,344900,4.928964917367352
Malta,1996,3570271558,10254,10,348200,2.871912693854107
Malta,1997,3705372039,10575,15,350400,4.280821917808219
Malta,1998,3923637971,11103,12,353400,3.395585738539898
Malta,1999,4127313818,11607,27,355600,7.592800899887514
Malta,2000,4306192436,11873,23,362676,6.341748557941524
Malta,2001,4331870648,11691,30,370541,8.096270048388707
Malta,2002,4689832690,12524,19,374456,5.074027389065738
Malta,2003,5456583589,14444,20,377785,5.29401643792104
Malta,2004,6062780269,15916,24,380918,6.300568626318524
Malta,2005,6394851387,16648,19,384111,4.946486822819445
Malta,2006,6757119558,17504,26,386038,6.735088255560333
Malta,2007,7880509171,20333,26,387581,6.708275173447615
Malta,2008,8977149553,23007,14,390195,3.587949614936122
Malta,2009,8528202278,21695,36,393102,9.157928476578599
Malta,2010,8741059603,22132,31,394949,7.849114695821486
Malta,2011,9507645260,23984,20,396423,5.045115949377307
Malta,2012,9209559296,23074,25,399138,6.263497837840547
Malta,2013,10145114180,25191,22,402728,5.462744085337995
Malta,2014,11234045376,27634,32,406525,7.871594612877438
Malta,2015,10574026838,25750,34,410637,8.279818915489837
Mauritius,1985,1080642033,1223,104,883400,11.772696400271679
Mauritius,1986,1469046115,1636,28,898100,3.1176929072486357
Mauritius,1987,1888754655,2073,140,911300,15.362668715022496
Mauritius,1988,2143484488,2317,167,925000,18.054054054054056
Mauritius,1989,2191096860,2349,144,932900,15.43573802122414
Mauritius,1990,2653480001,2820,147,941100,15.620019126554032
Mauritius,1991,2856890681,3045,137,938100,14.603986781792987
Mauritius,1992,3224267548,3400,146,948300,15.395971738901192
Mauritius,1993,3263368410,3405,138,958300,14.400500886987372
Mauritius,1994,3558137040,3658,129,972800,13.260690789473683
Mauritius,1995,4040345933,4115,147,981900,14.97097464100214
Mauritius,1996,4421943910,4444,153,995000,15.376884422110551
Mauritius,1997,4187367602,4139,122,1011700,12.058910744291786
Mauritius,1998,4169664285,4063,155,1026300,15.102796453278769
Mauritius,1999,4291172816,4117,174,1042400,16.69224865694551
Mauritius,2000,4582555125,4339,137,1056073,12.972588069195973
Mauritius,2001,4536538211,4244,113,1068947,10.571150861548794
Mauritius,2002,4767303154,4415,131,1079755,12.132381882927145
Mauritius,2003,5609831328,5136,88,1092234,8.05688158398292
Mauritius,2004,6385695187,5789,97,1103091,8.79347216140826
Mauritius,2005,6283803256,5641,102,1113942,9.156670634557276
Mauritius,2006,7028803366,6246,118,1125301,10.486083279051561
Mauritius,2007,8150138757,7179,127,1135233,11.187130747608641
Mauritius,2008,9990370016,8716,84,1146258,7.328193129295499
Mauritius,2009,9128843109,7873,115,1159551,9.917631910972437
Mauritius,2010,10003670690,8587,98,1164931,8.412515419368185
